accessiom,Position,Coverage,rPM,virus,species,type
OQ818316,3510,852,13.64553637,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3511,843,13.50139338,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3512,840,13.45334572,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3513,839,13.43732983,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3514,853,13.66155226,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3515,865,13.85374291,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3516,870,13.93382235,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3517,875,14.01390179,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3518,871,13.94983824,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3519,872,13.96585413,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3520,877,14.04593357,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3521,875,14.01390179,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3522,888,14.22210833,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3523,882,14.126013,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3524,861,13.78967936,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3525,864,13.83772703,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3526,866,13.8697588,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3527,863,13.82171114,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3528,867,13.88577469,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3529,866,13.8697588,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3530,873,13.98187002,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3531,868,13.90179058,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3532,866,13.8697588,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3533,871,13.94983824,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3534,871,13.94983824,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3535,869,13.91780646,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3536,857,13.72561581,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3537,858,13.7416317,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3538,855,13.69358404,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3539,845,13.53342516,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3540,835,13.37326628,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3541,828,13.26115507,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3542,830,13.29318684,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3543,834,13.35725039,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3544,827,13.24513918,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3545,763,12.22012236,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3546,757,12.12402703,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3547,763,12.22012236,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3548,761,12.18809059,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3549,758,12.14004292,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3550,745,11.93183638,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3551,746,11.94785227,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3552,742,11.88378872,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3553,737,11.80370928,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3554,743,11.89980461,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3555,729,11.67558218,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3556,725,11.61151863,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3557,722,11.56347096,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3558,713,11.41932797,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3559,709,11.35526442,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3560,706,11.30721676,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3561,706,11.30721676,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3562,703,11.2591691,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3563,703,11.2591691,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3564,689,11.03494667,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3565,686,10.986899,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3566,688,11.01893078,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3567,688,11.01893078,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3568,684,10.95486723,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3569,684,10.95486723,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3570,684,10.95486723,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3571,702,11.24315321,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3572,703,11.2591691,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3573,693,11.09901022,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3574,691,11.06697844,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3575,691,11.06697844,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3576,703,11.2591691,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3577,720,11.53143919,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3578,720,11.53143919,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3579,723,11.57948685,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3580,714,11.43534386,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3581,692,11.08299433,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3582,702,11.24315321,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3583,705,11.29120087,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3584,703,11.2591691,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3585,687,11.00291489,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3586,687,11.00291489,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3587,650,10.41032704,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3588,656,10.50642237,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3589,659,10.55447003,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3590,658,10.53845415,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3591,659,10.55447003,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3592,639,10.23415228,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3593,639,10.23415228,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3594,622,9.961882187,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3595,620,9.929850412,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3596,617,9.881802748,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3597,610,9.769691534,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3598,613,9.817739197,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3599,602,9.641564432,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3600,606,9.705627983,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3601,606,9.705627983,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3602,594,9.51343733,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3603,596,9.545469105,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3604,594,9.51343733,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3605,590,9.449373779,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3606,596,9.545469105,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3607,597,9.561484993,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3608,597,9.561484993,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3609,600,9.609532656,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3610,603,9.65758032,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3611,608,9.737659758,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3612,628,10.05797751,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3613,626,10.02594574,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3614,642,10.28219994,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3615,644,10.31423172,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3616,649,10.39431116,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3617,658,10.53845415,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3618,646,10.34626349,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3619,646,10.34626349,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3620,642,10.28219994,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3621,638,10.21813639,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3622,637,10.2021205,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3623,641,10.26618405,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3624,620,9.929850412,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3625,628,10.05797751,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3626,625,10.00992985,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3627,625,10.00992985,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3628,621,9.945866299,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3629,624,9.993913963,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3630,622,9.961882187,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3631,618,9.897818636,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3632,618,9.897818636,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3633,606,9.705627983,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3634,603,9.65758032,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3635,588,9.417342003,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3636,586,9.385310228,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3637,583,9.337262564,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3638,576,9.22515135,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3639,577,9.241167238,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3640,584,9.353278452,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3641,591,9.465389667,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3642,586,9.385310228,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3643,574,9.193119575,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3644,574,9.193119575,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3645,574,9.193119575,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3646,566,9.064992473,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3647,556,8.904833595,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3648,556,8.904833595,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3649,558,8.93686537,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3650,553,8.856785932,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3651,538,8.616547615,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3652,525,8.408341074,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3653,525,8.408341074,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3654,528,8.456388738,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3655,528,8.456388738,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3656,528,8.456388738,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3657,532,8.520452289,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3658,524,8.392325187,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3659,522,8.360293411,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3660,518,8.29622986,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3661,522,8.360293411,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3662,504,8.072007431,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3663,493,7.895832666,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3664,488,7.815753227,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3665,488,7.815753227,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3666,489,7.831769115,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3667,487,7.799737339,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3668,480,7.687626125,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3669,478,7.65559435,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3670,456,7.303244819,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3671,455,7.287228931,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3672,464,7.431371921,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3673,485,7.767705564,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3674,496,7.943880329,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3675,504,8.072007431,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3676,520,8.328261636,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3677,522,8.360293411,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3678,514,8.232166309,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3679,518,8.29622986,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3680,522,8.360293411,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3681,505,8.088023319,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3682,512,8.200134533,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3683,510,8.168102758,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3684,527,8.44037285,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3685,526,8.424356962,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3686,529,8.472404625,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3687,526,8.424356962,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3688,528,8.456388738,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3689,532,8.520452289,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3690,520,8.328261636,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3691,520,8.328261636,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3692,520,8.328261636,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3693,514,8.232166309,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3694,514,8.232166309,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3695,509,8.15208687,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3696,511,8.184118646,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3697,507,8.120055095,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3698,507,8.120055095,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3699,506,8.104039207,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3700,506,8.104039207,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3701,507,8.120055095,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3702,496,7.943880329,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3703,494,7.911848554,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3704,495,7.927864442,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3705,496,7.943880329,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3706,495,7.927864442,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3707,494,7.911848554,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3708,494,7.911848554,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3709,494,7.911848554,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3710,494,7.911848554,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3711,494,7.911848554,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3712,493,7.895832666,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3713,495,7.927864442,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3714,492,7.879816778,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3715,497,7.959896217,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3716,508,8.136070982,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3717,519,8.312245748,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3718,522,8.360293411,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3719,501,8.023959768,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3720,502,8.039975656,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3721,502,8.039975656,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3722,503,8.055991544,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3723,503,8.055991544,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3724,493,7.895832666,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3725,479,7.671610237,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3726,479,7.671610237,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3727,513,8.216150421,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3728,513,8.216150421,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3729,505,8.088023319,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3730,495,7.927864442,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3731,495,7.927864442,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3732,493,7.895832666,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3733,498,7.975912105,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3734,499,7.991927993,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3735,503,8.055991544,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3736,499,7.991927993,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3737,496,7.943880329,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3738,498,7.975912105,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3739,496,7.943880329,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3740,498,7.975912105,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3741,502,8.039975656,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3742,511,8.184118646,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3743,517,8.280213972,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3744,515,8.248182197,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3745,528,8.456388738,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3746,535,8.568499952,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3747,539,8.632563503,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3748,534,8.552484064,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3749,535,8.568499952,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3750,544,8.712642942,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3751,542,8.680611166,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3752,540,8.648579391,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3753,577,9.241167238,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3754,572,9.161087799,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3755,581,9.305230789,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3756,579,9.273199013,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3757,575,9.209135462,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3758,569,9.113040136,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3759,567,9.08100836,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3760,547,8.760690605,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3761,544,8.712642942,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3762,533,8.536468176,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3763,536,8.58451584,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3764,536,8.58451584,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3765,531,8.504436401,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3766,533,8.536468176,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3767,524,8.392325187,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3768,528,8.456388738,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3769,528,8.456388738,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3770,524,8.392325187,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3771,521,8.344277523,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3772,518,8.29622986,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3773,519,8.312245748,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3774,526,8.424356962,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3775,544,8.712642942,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3776,544,8.712642942,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3777,544,8.712642942,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3778,547,8.760690605,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3779,548,8.776706493,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3780,551,8.824754156,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3781,553,8.856785932,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3782,556,8.904833595,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3783,558,8.93686537,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3784,561,8.984913034,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3785,560,8.968897146,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3786,559,8.952881258,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3787,563,9.016944809,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3788,569,9.113040136,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3789,573,9.177103687,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3790,575,9.209135462,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3791,575,9.209135462,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3792,575,9.209135462,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3793,580,9.289214901,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3794,580,9.289214901,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3795,577,9.241167238,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3796,578,9.257183126,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3797,582,9.321246677,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3798,584,9.353278452,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3799,584,9.353278452,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3800,581,9.305230789,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3801,579,9.273199013,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3802,588,9.417342003,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3803,602,9.641564432,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3804,609,9.753675646,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3805,609,9.753675646,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3806,609,9.753675646,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3807,607,9.721643871,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3808,607,9.721643871,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3809,611,9.785707422,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3810,611,9.785707422,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3811,607,9.721643871,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3812,609,9.753675646,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3813,616,9.865786861,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3814,605,9.689612095,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3815,604,9.673596207,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3816,598,9.577500881,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3817,604,9.673596207,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3818,594,9.51343733,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3819,584,9.353278452,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3820,569,9.113040136,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3821,564,9.032960697,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3822,559,8.952881258,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3823,551,8.824754156,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3824,550,8.808738268,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3825,546,8.744674717,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3826,542,8.680611166,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3827,549,8.792722381,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3828,541,8.664595279,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3829,548,8.776706493,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3830,534,8.552484064,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3831,539,8.632563503,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3832,535,8.568499952,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3833,535,8.568499952,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3834,544,8.712642942,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3835,543,8.696627054,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3836,540,8.648579391,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3837,543,8.696627054,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3838,540,8.648579391,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3839,544,8.712642942,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3840,544,8.712642942,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,3841,545,8.72865883,Pteropus rufus mischivirus,Pteropus rufus,full
