sample_id,any_picorna,any_calici,any_pos,virus_general,dataset,specific_roost_site,roost_site,latitude_s,longitude_e,sampling_session,processing_date,year,bat_species,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,predicted_mass_g,mass_forearm_residual
KEL196,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,300,20.5,128.6,61.7,24,6.9,3.3,308.0517376,-8.051737585
KEL197,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,310,21,134.5,66.4,26.8,3.4,2.2,327.9597498,-17.9597498
KEL198,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,male,A,no,no,NA,NA,320,21,130.4,62.7,29.7,21.8,13.4,323.9065418,-3.906541766
KEL199,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,270,21.5,127,58.5,24.1,6.8,6.4,302.7143405,-32.71434048
KEL200,0,1,1,Sapovirus,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,340,23,136.1,69.4,26.5,8.8,6.7,333.4190695,6.580930495
KEL201,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,340,22,128,59.8,23.5,8.1,6.7,306.0471133,33.95288671
KEL202,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,340,22.5,132.6,64.1,27.1,9.2,6,321.5101518,18.48984823
KEL203,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,320,21,130.5,66,NA,8.6,6.2,314.424125,5.57587496
KEL204,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,310,21,126.7,60.5,23.5,3.7,1.7,301.7165299,8.28347007
KEL205,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,320,21.5,134,63.5,31.6,7.8,4.8,326.2589662,-6.258966203
KEL206,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,J,yes,no,NA,NA,300,21,130.1,60,27.3,7.3,4.4,NA,NA
KEL207,0,1,1,Sapovirus,CZID,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,270,20.5,130,59.8,25.6,3.9,1.6,312.7435948,-42.74359482
KEL208,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,310,21,126.2,61,23.7,9.1,5.2,300.0555914,9.944408599
KEL209,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,265,22.5,131.7,62.4,23.7,8.2,6.7,318.4677986,-53.46779864
KEL210,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,280,21.5,124.1,59.1,23,3.1,1.7,293.1081605,-13.1081605
KEL211,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,310,20,131.5,59.2,24.3,8.1,6.9,317.7928357,-7.792835674
KEL212,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,42,2018-04-10,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,300,23,130.2,62.7,23.2,7.7,5.6,313.4155003,-13.41550029
KEL213,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,320,18,129.5,64.2,32.3,32.2,12.2,321.0090647,-1.0090647
KEL215,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,female,J,yes,no,NA,NA,200,18,120.2,57.2,32.3,small,small,NA,NA
KEL216,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,330,18,128.3,63.9,32.7,9.7,8,307.0489613,22.95103867
KEL217,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,320,19,124.1,59.7,25.9,21.6,12.9,303.7508877,16.2491123
KEL218,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,300,18,127.2,71.3,24.6,13.9,4.9,303.3800664,-3.380066445
KEL219,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,340,17.5,131.7,61.9,21.5,18.2,16.6,328.1022903,11.89770968
KEL22,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,5,2013-11-26,2013,Eidolon dupreanum,female,L,NA,NA,NA,NA,310,20.5,126,61,31,NA,NA,NA,NA
KEL220,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,300,18.5,123.4,58.9,29.8,20.3,16.7,301.5298243,-1.529824289
KEL221,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,J,yes,no,NA,NA,240,18,122.5,59.1,31.3,small,small,NA,NA
KEL222,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,300,17,131.7,66.5,29.9,7.6,6.6,318.4677986,-18.46779864
KEL223,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,350,18.5,133.9,64.3,33.9,10.9,7.6,335.2308468,14.76915323
KEL224,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,370,19.5,131.4,63.9,27.5,15.8,12.4,327.1329426,42.86705741
KEL225,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,320,18.5,124.8,62.2,32.2,20.5,19.3,305.9756804,14.02431957
KEL226,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,340,18.5,115.9,63.3,29.8,24.3,10,277.9707959,62.02920412
KEL227,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,330,20.5,127.6,58.2,26.4,11.1,6.8,304.7127621,25.28723794
KEL228,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,female,J,yes,no,NA,NA,230,18.5,118,57.2,28.3,4.1,2.3,NA,NA
KEL229,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,340,16,131.6,63.4,29,23.7,12,327.7791014,12.22089864
KEL230,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,310,19.5,127.4,59.7,32.3,small,small,314.2716032,-4.271603193
KEL231,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,310,19,128.9,62.6,30.5,small,small,319.0807354,-9.08073544
KEL232,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,340,19.5,126.8,64.4,26.2,18.7,10,312.3526498,27.64735021
KEL233,1,0,1,Sapelovirus,CZID,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,300,19.5,122.8,60,33.1,small,small,299.6290351,0.370964854
KEL234,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,270,18.5,117,58,31.5,small,small,281.398487,-11.39848701
KEL235,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,A,no,no,NA,NA,350,18,130.8,65.9,26.6,14.5,7.9,325.1962222,24.80377777
KEL236,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,male,J,yes,no,NA,NA,310,19,116.5,59.5,26.8,small,small,NA,NA
KEL238,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,46,2018-07-27,2018,Eidolon dupreanum,female,NL,no,no,NA,NA,340,19,129.1,64.8,26.4,8.6,5.4,309.7250905,30.27490952
KEL239,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,131,13.53,133.2,36.3,27.6,8.6,9.7,323.5429388,-192.5429388
KEL240,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,341,15.06,132,61.2,28.6,7.7,7.5,319.4810044,21.51899565
KEL241,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,325,14.28,128.2,61.6,26.9,12.8,11.8,306.7149088,18.28509122
KEL242,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,335,15.52,125.6,59.7,24.8,15.2,16.3,308.5228484,26.47715165
KEL243,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,150,12.53,131.4,63.3,22.4,17.7,16.1,327.1329426,-177.1329426
KEL244,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,168,10.66,112.6,53.7,24.2,NA,NA,255.8986531,-87.89865315
KEL245,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,120,13.68,123,55.2,26.2,10.5,10,300.2623253,-180.2623253
KEL246,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,145,11.61,105.3,46,23.5,NA,NA,245.4453853,-100.4453853
KEL247,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,175,11.71,114.2,51.7,25.4,NA,NA,260.9892336,-85.98923362
KEL248,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,135,13.04,131.5,62.1,26.6,16.8,16.5,327.4559854,-192.4559854
KEL249,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,185,11.09,113.8,53.9,26.7,0,0,271.4539074,-86.45390738
KEL25,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,5,2013-11-26,2013,Eidolon dupreanum,female,J,NA,NA,NA,NA,70,12.6,77,37.5,21.8,NA,NA,NA,NA
KEL250,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,184,15.92,134.5,70.3,24,16.9,15.8,337.1810763,-153.1810763
KEL251,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,155,14.2,108.3,46.6,23.7,0,0,242.3599717,-87.35997173
KEL252,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,395,24.2,136,62.1,35.1,22.9,20.7,342.0679606,52.93203942
KEL253,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,207,19.5,129.4,66.9,28.7,12.2,13.4,320.6874916,-113.6874916
KEL254,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,173,20.5,129.9,55.7,29.6,16.3,15.2,322.2960954,-149.2960954
KEL259,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-08,2019,Eidolon dupreanum,female,J,yes,no,NA,NA,160,18.5,109.2,35.6,22.8,small,small,NA,NA
KEL264,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-08,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,360,21.8,126,52,30,7,6,299.3919448,60.60805518
KEL265,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-08,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,350,22.3,128.63,55.57,32.95,9.43,9.77,308.1520662,41.84793379
KEL266,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-07,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,360,12.72,137.9,73.2,27,9.2,10.2,339.5912497,20.40875033
KEL266B,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-14,2019,Eidolon dupreanum,male,A,no,no,NA,NA,330,21.5,129.1,63,26.5,19.9,17.7,319.7232159,10.27678413
KEL267,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-07,2019,Eidolon dupreanum,male,A,no,no,NA,NA,162,14.91,124.4,62.5,20.5,18.4,21.2,304.7039145,-142.7039145
KEL268,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-07,2019,Eidolon dupreanum,male,A,no,no,NA,NA,182,14.77,128.2,62.2,22.7,10.3,12.2,316.8343904,-134.8343904
KEL269,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-07,2019,Eidolon dupreanum,male,A,no,no,NA,NA,245,13.7,130.8,62.6,25.2,18.5,19.8,325.1962222,-80.19622223
KEL27,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,5,2013-11-26,2013,Eidolon dupreanum,male,J,NA,NA,NA,NA,90,12.28,75,36.4,19.8,NA,NA,NA,NA
KEL270,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-07,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,125,11.41,131.3,58.7,28.2,9.3,5.4,317.1182792,-192.1182792
KEL271,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-07,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,315,13.45,128.8,53.8,28,7.4,6.7,308.7207701,6.279229885
KEL272,1,0,1,Sapelovirus,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-07,2019,Eidolon dupreanum,male,A,no,no,NA,NA,150,14.25,124.3,63,24.5,15,14.3,304.3861629,-154.3861629
KEL272B,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-14,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,310,19.5,130.1,62,27.1,8.7,9,313.0794964,-3.079496421
KEL273,1,0,1,Sapelovirus,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-07,2019,Eidolon dupreanum,male,A,no,no,NA,NA,340,13.14,126.8,57.8,24.6,16.9,15.3,312.3526498,27.64735021
KEL274,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-07,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,165,13.06,130.2,60.1,26.5,9.8,9.7,313.4155003,-148.4155003
KEL275,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,56,2019-01-07,2019,Eidolon dupreanum,male,A,no,no,NA,NA,165,14.69,128.7,66.5,27.4,15,16.6,318.4385514,-153.4385514
KEL275B,1,0,1,Sapelovirus,CZID,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-14,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,210,20.8,132.1,65,30.4,7.9,4.6,319.8189424,-109.8189424
KEL278,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-05,2019,Eidolon dupreanum,male,A,no,no,NA,NA,320,21.5,128.48,67.25,28.71,20.89,23.45,317.7324918,2.267508208
KEL278B,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-14,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,320,19,128,63,27,9.1,8.1,306.0471133,13.95288671
KEL279,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-05,2019,Eidolon dupreanum,male,A,no,no,NA,NA,360,21.1,135.46,62.54,22.49,19.67,26.41,340.3068259,19.69317411
KEL279B,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-14,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,305,19,127.3,61.4,29.4,6.1,8.2,303.713085,1.286915037
KEL280,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-05,2019,Eidolon dupreanum,male,A,no,NA,NA,NA,350,20.6,128.13,51.74,20.57,17.49,18.87,316.6099562,33.39004384
KEL280B,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-14,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,275,21.4,126.4,60.6,27.7,small,small,300.7196547,-25.71965466
KEL281,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-05,2019,Eidolon dupreanum,male,J,yes,NA,NA,NA,200,19.6,111.07,55.21,22.56,small,small,NA,NA
KEL281B,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-14,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,290,21.5,126.8,62.1,27.7,5.5,4.2,302.0490296,-12.04902959
KEL283,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-05,2019,Eidolon dupreanum,male,A,no,no,NA,NA,335,23,127.47,62,29.75,17.16,16.1,314.4956565,20.50434352
KEL283B,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-14,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,295,22.3,131.2,60.2,34.3,small,small,316.7811534,-21.78115343
KEL285,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-05,2019,Eidolon dupreanum,male,A,no,no,NA,NA,210,26,132.13,64.22,30.66,15.26,14.96,329.4928341,-119.4928341
KEL285B,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-15,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,95,22.2,129.4,62,30.8,small,small,310.7303356,-215.7303356
KEL286B,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-15,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,115,22.3,133.7,62,30.8,8.7,6.9,325.2397012,-210.2397012
KEL287,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,350,21.4,126.07,57.03,25.17,19.3,21.05,310.0215633,39.97843674
KEL289,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-06,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,290,20,124.08,57.78,25.04,8.62,5.75,293.0422168,-3.042216826
KEL29,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,310,20.5,120.9,57.4,30.9,10.9,10.8,NA,NA
KEL290,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-06,2019,Eidolon dupreanum,male,A,no,NA,NA,NA,345,23,126.95,61.05,32.5,15.37,19.12,312.8321355,32.16786452
KEL291,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-06,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,320,24.7,128,61.85,31.15,8.83,6.85,306.0471133,13.95288671
KEL291B,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-15,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,280,21.6,125.3,62.3,28.2,8.6,4.8,297.0724688,-17.07246883
KEL293,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,371,24.5,127.83,61.67,25.21,17.77,14.9,315.6485083,55.35149172
KEL294,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,331,26.4,131.14,62.95,25.52,16.75,15.77,326.2933734,4.706626553
KEL295,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,340,26,130.36,63.92,24.15,18.82,15.16,323.7776384,16.22236164
KEL296,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-06,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,350,19,128.59,60.1,30.97,0.432638889,8.7,308.0182968,41.98170323
KEL298,1,0,1,Sapelovirus,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,330,23.8,123.53,60.06,20.5,16.12,14.2,301.9420248,28.05797517
KEL299,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,60,2019-02-06,2019,Eidolon dupreanum,male,A,no,no,NA,NA,265,21.2,119.89,61.03,26.6,14.93,15.87,290.4495398,-25.44953976
KEL299B,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,63,2019-03-15,2019,Eidolon dupreanum,female,NL,no,no,NA,NA,260,18.5,124.3,58.7,29.8,4.2,8.1,293.7678286,-33.76782864
KEL30,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,410,21.9,122.3,62.8,30.1,9.1,10.1,NA,NA
KEL305,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,66,2019-04-23,2019,Eidolon dupreanum,female,NL,NA,no,NA,NA,300,18.8,130,60.4,26.8,4.5,7.2,NA,NA
KEL306,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,66,2019-04-23,2019,Eidolon dupreanum,female,NL,NA,no,NA,NA,325,24.5,132.1,63.5,33.3,9.1,6.3,NA,NA
KEL309,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,66,2019-04-23,2019,Eidolon dupreanum,female,NL,NA,no,NA,NA,325,20.5,129.9,61.7,22.1,6.1,7.6,NA,NA
KEL31,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,13,2014-10-08,2014,Eidolon dupreanum,male,A,NA,NA,NA,NA,330,20.6,127.8,61.3,33,5.4,6.6,NA,NA
KEL310,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,66,2019-04-23,2019,Eidolon dupreanum,female,NL,NA,no,NA,NA,325,19.5,132.7,63.1,29.2,10.4,10.7,NA,NA
KEL312,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,66,2019-04-23,2019,Eidolon dupreanum,male,A,NA,no,NA,NA,305,23.3,128.9,60.5,32.2,7.8,8.5,NA,NA
KEL315,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,66,2019-04-23,2019,Eidolon dupreanum,female,NL,NA,no,NA,NA,305,21.4,128.1,62.4,25.7,small,small,NA,NA
KEL317,0,0,0,,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,66,2019-04-23,2019,Eidolon dupreanum,male,A,NA,no,NA,NA,325,22.8,129.3,63.4,27,6.5,5.4,NA,NA
KEL318,1,0,1,Kobuvirus,CZID/NIH,Angavokely,AngavoKely,-18.9327,47.7578,66,2019-04-23,2019,Eidolon dupreanum,female,NL,NA,no,NA,NA,230,21,122,56,28.6,small,small,NA,NA
KEL322,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,66,2019-04-23,2019,Eidolon dupreanum,female,NL,NA,no,NA,NA,315,21.8,130.4,63.9,32.2,small,small,NA,NA
KEL334,0,0,0,,CZID,Angavokely,AngavoKely,-18.9327,47.7578,66,2019-04-23,2019,Eidolon dupreanum,female,NL,NA,no,NA,NA,280,22.5,129,60.9,30.5,7.6,3.2,NA,NA
KEL337,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,68,2019-06-05,2019,Eidolon dupreanum,female,NL,NA,no,NA,NA,330,24,128.5,59.7,24.8,6.9,5.3,NA,NA
KEL338,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,68,2019-06-05,2019,Eidolon dupreanum,male,A,NA,no,NA,NA,320,21.4,123.8,61.4,27.6,10.5,12.9,NA,NA
KEL345,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,68,2019-06-06,2019,Eidolon dupreanum,male,A,NA,no,NA,NA,345,23.3,128.3,60.9,26.9,10.1,6.3,NA,NA
KEL348,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,71,2019-07-07,2019,Eidolon dupreanum,male,A,no,no,NA,NA,330,22,128.9,63.1,30.2,9.5,8.3,319.0807354,10.91926456
KEL349,0,0,0,,NIH,Angavokely,AngavoKely,-18.9327,47.7578,71,2019-07-07,2019,Eidolon dupreanum,male,A,NA,no,NA,NA,370,24.3,129,62.2,29.5,12.1,11.4,NA,NA
