Position,Coverage,rPM,rPM
4024,15,0.323673478,-0.489892885
4025,14,0.302095246,-0.519856109
4026,14,0.302095246,-0.519856109
4027,14,0.302095246,-0.519856109
4028,14,0.302095246,-0.519856109
4029,16,0.34525171,-0.461864162
4030,16,0.34525171,-0.461864162
4031,16,0.34525171,-0.461864162
4032,16,0.34525171,-0.461864162
4033,16,0.34525171,-0.461864162
4034,16,0.34525171,-0.461864162
4035,16,0.34525171,-0.461864162
4036,16,0.34525171,-0.461864162
4037,16,0.34525171,-0.461864162
4038,16,0.34525171,-0.461864162
4039,16,0.34525171,-0.461864162
4040,16,0.34525171,-0.461864162
4041,16,0.34525171,-0.461864162
4042,16,0.34525171,-0.461864162
4043,16,0.34525171,-0.461864162
4044,16,0.34525171,-0.461864162
4045,16,0.34525171,-0.461864162
4046,16,0.34525171,-0.461864162
4047,16,0.34525171,-0.461864162
4048,16,0.34525171,-0.461864162
4049,16,0.34525171,-0.461864162
4050,16,0.34525171,-0.461864162
4051,16,0.34525171,-0.461864162
4052,16,0.34525171,-0.461864162
4053,16,0.34525171,-0.461864162
4054,16,0.34525171,-0.461864162
4055,16,0.34525171,-0.461864162
4056,16,0.34525171,-0.461864162
4057,16,0.34525171,-0.461864162
4058,15,0.323673478,-0.489892885
4059,15,0.323673478,-0.489892885
4060,15,0.323673478,-0.489892885
4061,15,0.323673478,-0.489892885
4062,15,0.323673478,-0.489892885
4063,14,0.302095246,-0.519856109
4064,13,0.280517014,-0.552040793
4065,13,0.280517014,-0.552040793
4066,13,0.280517014,-0.552040793
4067,13,0.280517014,-0.552040793
4068,13,0.280517014,-0.552040793
4069,15,0.323673478,-0.489892885
4070,15,0.323673478,-0.489892885
4071,15,0.323673478,-0.489892885
4072,16,0.34525171,-0.461864162
4073,17,0.366829942,-0.435535223
4074,18,0.388408174,-0.410711639
4075,18,0.388408174,-0.410711639
4076,18,0.388408174,-0.410711639
4077,18,0.388408174,-0.410711639
4078,18,0.388408174,-0.410711639
4079,18,0.388408174,-0.410711639
4080,18,0.388408174,-0.410711639
4081,18,0.388408174,-0.410711639
4082,18,0.388408174,-0.410711639
4083,18,0.388408174,-0.410711639
4084,21,0.453142869,-0.34376485
4085,21,0.453142869,-0.34376485
4086,20,0.431564638,-0.364954148
4087,20,0.431564638,-0.364954148
4088,20,0.431564638,-0.364954148
4089,20,0.431564638,-0.364954148
4090,20,0.431564638,-0.364954148
4091,20,0.431564638,-0.364954148
4092,20,0.431564638,-0.364954148
4093,20,0.431564638,-0.364954148
4094,20,0.431564638,-0.364954148
4095,19,0.409986406,-0.387230543
4096,19,0.409986406,-0.387230543
4097,19,0.409986406,-0.387230543
4098,19,0.409986406,-0.387230543
4099,19,0.409986406,-0.387230543
4100,19,0.409986406,-0.387230543
4101,19,0.409986406,-0.387230543
4102,20,0.431564638,-0.364954148
4103,20,0.431564638,-0.364954148
4104,19,0.409986406,-0.387230543
4105,17,0.366829942,-0.435535223
4106,17,0.366829942,-0.435535223
4107,18,0.388408174,-0.410711639
4108,18,0.388408174,-0.410711639
4109,18,0.388408174,-0.410711639
4110,18,0.388408174,-0.410711639
4111,18,0.388408174,-0.410711639
4112,18,0.388408174,-0.410711639
4113,18,0.388408174,-0.410711639
4114,18,0.388408174,-0.410711639
4115,18,0.388408174,-0.410711639
4116,18,0.388408174,-0.410711639
4117,18,0.388408174,-0.410711639
4118,18,0.388408174,-0.410711639
4119,18,0.388408174,-0.410711639
4120,18,0.388408174,-0.410711639
4121,18,0.388408174,-0.410711639
4122,18,0.388408174,-0.410711639
4123,18,0.388408174,-0.410711639
4124,18,0.388408174,-0.410711639
4125,19,0.409986406,-0.387230543
4126,19,0.409986406,-0.387230543
4127,19,0.409986406,-0.387230543
4128,19,0.409986406,-0.387230543
4129,19,0.409986406,-0.387230543
4130,17,0.366829942,-0.435535223
4131,17,0.366829942,-0.435535223
4132,17,0.366829942,-0.435535223
4133,17,0.366829942,-0.435535223
4134,17,0.366829942,-0.435535223
4135,17,0.366829942,-0.435535223
4136,17,0.366829942,-0.435535223
4137,17,0.366829942,-0.435535223
4138,17,0.366829942,-0.435535223
4139,17,0.366829942,-0.435535223
4140,17,0.366829942,-0.435535223
4141,16,0.34525171,-0.461864162
4142,15,0.323673478,-0.489892885
4143,15,0.323673478,-0.489892885
4144,17,0.366829942,-0.435535223
4145,17,0.366829942,-0.435535223
4146,17,0.366829942,-0.435535223
4147,17,0.366829942,-0.435535223
4148,17,0.366829942,-0.435535223
4149,17,0.366829942,-0.435535223
4150,17,0.366829942,-0.435535223
4151,17,0.366829942,-0.435535223
4152,17,0.366829942,-0.435535223
4153,17,0.366829942,-0.435535223
4154,17,0.366829942,-0.435535223
4155,17,0.366829942,-0.435535223
4156,17,0.366829942,-0.435535223
4157,17,0.366829942,-0.435535223
4158,18,0.388408174,-0.410711639
4159,18,0.388408174,-0.410711639
4160,18,0.388408174,-0.410711639
4161,19,0.409986406,-0.387230543
4162,19,0.409986406,-0.387230543
4163,19,0.409986406,-0.387230543
4164,18,0.388408174,-0.410711639
4165,18,0.388408174,-0.410711639
4166,18,0.388408174,-0.410711639
4167,18,0.388408174,-0.410711639
4168,18,0.388408174,-0.410711639
4169,18,0.388408174,-0.410711639
4170,18,0.388408174,-0.410711639
4171,18,0.388408174,-0.410711639
4172,18,0.388408174,-0.410711639
4173,18,0.388408174,-0.410711639
4174,18,0.388408174,-0.410711639
4175,15,0.323673478,-0.489892885
4176,15,0.323673478,-0.489892885
4177,15,0.323673478,-0.489892885
4178,15,0.323673478,-0.489892885
4179,18,0.388408174,-0.410711639
4180,18,0.388408174,-0.410711639
4181,18,0.388408174,-0.410711639
4182,19,0.409986406,-0.387230543
4183,19,0.409986406,-0.387230543
4184,19,0.409986406,-0.387230543
4185,19,0.409986406,-0.387230543
4186,19,0.409986406,-0.387230543
4187,20,0.431564638,-0.364954148
4188,20,0.431564638,-0.364954148
4189,20,0.431564638,-0.364954148
4190,20,0.431564638,-0.364954148
4191,20,0.431564638,-0.364954148
4192,20,0.431564638,-0.364954148
4193,21,0.453142869,-0.34376485
4194,21,0.453142869,-0.34376485
4195,21,0.453142869,-0.34376485
4196,21,0.453142869,-0.34376485
4197,21,0.453142869,-0.34376485
4198,21,0.453142869,-0.34376485
4199,21,0.453142869,-0.34376485
4200,21,0.453142869,-0.34376485
4201,21,0.453142869,-0.34376485
4202,21,0.453142869,-0.34376485
4203,21,0.453142869,-0.34376485
4204,21,0.453142869,-0.34376485
4205,21,0.453142869,-0.34376485
4206,21,0.453142869,-0.34376485
4207,21,0.453142869,-0.34376485
4208,21,0.453142869,-0.34376485
4209,21,0.453142869,-0.34376485
4210,21,0.453142869,-0.34376485
4211,21,0.453142869,-0.34376485
4212,21,0.453142869,-0.34376485
4213,21,0.453142869,-0.34376485
4214,21,0.453142869,-0.34376485
4215,19,0.409986406,-0.387230543
4216,19,0.409986406,-0.387230543
4217,19,0.409986406,-0.387230543
4218,18,0.388408174,-0.410711639
4219,17,0.366829942,-0.435535223
4220,16,0.34525171,-0.461864162
4221,16,0.34525171,-0.461864162
4222,16,0.34525171,-0.461864162
4223,16,0.34525171,-0.461864162
4224,16,0.34525171,-0.461864162
4225,16,0.34525171,-0.461864162
4226,16,0.34525171,-0.461864162
4227,16,0.34525171,-0.461864162
4228,16,0.34525171,-0.461864162
4229,16,0.34525171,-0.461864162
4230,13,0.280517014,-0.552040793
4231,13,0.280517014,-0.552040793
4232,13,0.280517014,-0.552040793
4233,13,0.280517014,-0.552040793
4234,13,0.280517014,-0.552040793
4235,13,0.280517014,-0.552040793
4236,13,0.280517014,-0.552040793
4237,13,0.280517014,-0.552040793
4238,13,0.280517014,-0.552040793
4239,13,0.280517014,-0.552040793
4240,13,0.280517014,-0.552040793
4241,13,0.280517014,-0.552040793
4242,13,0.280517014,-0.552040793
4243,13,0.280517014,-0.552040793
4244,13,0.280517014,-0.552040793
4245,13,0.280517014,-0.552040793
4246,13,0.280517014,-0.552040793
4247,13,0.280517014,-0.552040793
4248,12,0.258938783,-0.586802897
4249,13,0.280517014,-0.552040793
4250,13,0.280517014,-0.552040793
4251,13,0.280517014,-0.552040793
4252,13,0.280517014,-0.552040793
4253,12,0.258938783,-0.586802897
4254,12,0.258938783,-0.586802897
4255,14,0.302095246,-0.519856109
4256,14,0.302095246,-0.519856109
4257,14,0.302095246,-0.519856109
4258,14,0.302095246,-0.519856109
4259,14,0.302095246,-0.519856109
4260,14,0.302095246,-0.519856109
4261,14,0.302095246,-0.519856109
4262,14,0.302095246,-0.519856109
4263,14,0.302095246,-0.519856109
4264,14,0.302095246,-0.519856109
4265,14,0.302095246,-0.519856109
4266,14,0.302095246,-0.519856109
4267,14,0.302095246,-0.519856109
4268,14,0.302095246,-0.519856109
4269,14,0.302095246,-0.519856109
4270,14,0.302095246,-0.519856109
4271,13,0.280517014,-0.552040793
4272,14,0.302095246,-0.519856109
4273,14,0.302095246,-0.519856109
4274,14,0.302095246,-0.519856109
4275,14,0.302095246,-0.519856109
4276,16,0.34525171,-0.461864162
4277,16,0.34525171,-0.461864162
4278,16,0.34525171,-0.461864162
4279,17,0.366829942,-0.435535223
4280,17,0.366829942,-0.435535223
4281,17,0.366829942,-0.435535223
4282,17,0.366829942,-0.435535223
4283,17,0.366829942,-0.435535223
4284,17,0.366829942,-0.435535223
4285,17,0.366829942,-0.435535223
4286,17,0.366829942,-0.435535223
4287,17,0.366829942,-0.435535223
4288,17,0.366829942,-0.435535223
4289,17,0.366829942,-0.435535223
4290,15,0.323673478,-0.489892885
4291,15,0.323673478,-0.489892885
4292,15,0.323673478,-0.489892885
4293,15,0.323673478,-0.489892885
4294,15,0.323673478,-0.489892885
4295,15,0.323673478,-0.489892885
4296,15,0.323673478,-0.489892885
4297,15,0.323673478,-0.489892885
4298,15,0.323673478,-0.489892885
4299,16,0.34525171,-0.461864162
4300,16,0.34525171,-0.461864162
4301,16,0.34525171,-0.461864162
4302,16,0.34525171,-0.461864162
4303,16,0.34525171,-0.461864162
4304,15,0.323673478,-0.489892885
4305,15,0.323673478,-0.489892885
4306,15,0.323673478,-0.489892885
4307,14,0.302095246,-0.519856109
4308,15,0.323673478,-0.489892885
4309,15,0.323673478,-0.489892885
4310,15,0.323673478,-0.489892885
4311,15,0.323673478,-0.489892885
4312,15,0.323673478,-0.489892885
4313,15,0.323673478,-0.489892885
4314,15,0.323673478,-0.489892885
4315,17,0.366829942,-0.435535223
4316,17,0.366829942,-0.435535223
4317,17,0.366829942,-0.435535223
4318,17,0.366829942,-0.435535223
4319,18,0.388408174,-0.410711639
4320,18,0.388408174,-0.410711639
4321,18,0.388408174,-0.410711639
4322,18,0.388408174,-0.410711639
4323,18,0.388408174,-0.410711639
4324,18,0.388408174,-0.410711639
4325,15,0.323673478,-0.489892885
4326,15,0.323673478,-0.489892885
4327,16,0.34525171,-0.461864162
4328,15,0.323673478,-0.489892885
4329,15,0.323673478,-0.489892885
4330,15,0.323673478,-0.489892885
4331,15,0.323673478,-0.489892885
4332,15,0.323673478,-0.489892885
4333,14,0.302095246,-0.519856109
4334,14,0.302095246,-0.519856109
4335,14,0.302095246,-0.519856109
4336,15,0.323673478,-0.489892885
4337,15,0.323673478,-0.489892885
4338,16,0.34525171,-0.461864162
4339,15,0.323673478,-0.489892885
4340,15,0.323673478,-0.489892885
4341,15,0.323673478,-0.489892885
4342,15,0.323673478,-0.489892885
4343,15,0.323673478,-0.489892885
4344,15,0.323673478,-0.489892885
4345,15,0.323673478,-0.489892885
4346,15,0.323673478,-0.489892885
4347,15,0.323673478,-0.489892885
4348,15,0.323673478,-0.489892885
4349,16,0.34525171,-0.461864162
4350,16,0.34525171,-0.461864162
4351,16,0.34525171,-0.461864162
4352,16,0.34525171,-0.461864162
4353,16,0.34525171,-0.461864162
4354,16,0.34525171,-0.461864162
4355,16,0.34525171,-0.461864162
4356,18,0.388408174,-0.410711639
4357,18,0.388408174,-0.410711639
4358,18,0.388408174,-0.410711639
4359,18,0.388408174,-0.410711639
4360,18,0.388408174,-0.410711639
4361,18,0.388408174,-0.410711639
4362,18,0.388408174,-0.410711639
4363,18,0.388408174,-0.410711639
4364,18,0.388408174,-0.410711639
4365,18,0.388408174,-0.410711639
4366,18,0.388408174,-0.410711639
4367,18,0.388408174,-0.410711639
4368,18,0.388408174,-0.410711639
4369,18,0.388408174,-0.410711639
4370,18,0.388408174,-0.410711639
4371,18,0.388408174,-0.410711639
4372,18,0.388408174,-0.410711639
4373,18,0.388408174,-0.410711639
4374,18,0.388408174,-0.410711639
4375,18,0.388408174,-0.410711639
4376,18,0.388408174,-0.410711639
4377,18,0.388408174,-0.410711639
4378,19,0.409986406,-0.387230543
4379,19,0.409986406,-0.387230543
4380,19,0.409986406,-0.387230543
4381,19,0.409986406,-0.387230543
4382,19,0.409986406,-0.387230543
4383,19,0.409986406,-0.387230543
4384,19,0.409986406,-0.387230543
4385,19,0.409986406,-0.387230543
4386,19,0.409986406,-0.387230543
4387,19,0.409986406,-0.387230543
4388,19,0.409986406,-0.387230543
4389,19,0.409986406,-0.387230543
4390,19,0.409986406,-0.387230543
4391,19,0.409986406,-0.387230543
4392,20,0.431564638,-0.364954148
4393,20,0.431564638,-0.364954148
4394,20,0.431564638,-0.364954148
4395,19,0.409986406,-0.387230543
4396,19,0.409986406,-0.387230543
4397,19,0.409986406,-0.387230543
4398,19,0.409986406,-0.387230543
4399,19,0.409986406,-0.387230543
4400,20,0.431564638,-0.364954148
4401,18,0.388408174,-0.410711639
4402,18,0.388408174,-0.410711639
4403,18,0.388408174,-0.410711639
4404,18,0.388408174,-0.410711639
4405,19,0.409986406,-0.387230543
4406,19,0.409986406,-0.387230543
4407,19,0.409986406,-0.387230543
4408,19,0.409986406,-0.387230543
4409,19,0.409986406,-0.387230543
4410,19,0.409986406,-0.387230543
4411,19,0.409986406,-0.387230543
4412,19,0.409986406,-0.387230543
4413,19,0.409986406,-0.387230543
4414,19,0.409986406,-0.387230543
4415,19,0.409986406,-0.387230543
4416,19,0.409986406,-0.387230543
4417,19,0.409986406,-0.387230543
4418,18,0.388408174,-0.410711639
4419,18,0.388408174,-0.410711639
4420,18,0.388408174,-0.410711639
4421,18,0.388408174,-0.410711639
4422,16,0.34525171,-0.461864162
4423,16,0.34525171,-0.461864162
4424,16,0.34525171,-0.461864162
4425,16,0.34525171,-0.461864162
4426,16,0.34525171,-0.461864162
4427,16,0.34525171,-0.461864162
4428,18,0.388408174,-0.410711639
4429,18,0.388408174,-0.410711639
4430,18,0.388408174,-0.410711639
4431,18,0.388408174,-0.410711639
4432,18,0.388408174,-0.410711639
4433,18,0.388408174,-0.410711639
4434,18,0.388408174,-0.410711639
4435,18,0.388408174,-0.410711639
4436,18,0.388408174,-0.410711639
4437,18,0.388408174,-0.410711639
4438,18,0.388408174,-0.410711639
4439,18,0.388408174,-0.410711639
4440,18,0.388408174,-0.410711639
4441,18,0.388408174,-0.410711639
4442,18,0.388408174,-0.410711639
4443,19,0.409986406,-0.387230543
4444,19,0.409986406,-0.387230543
4445,18,0.388408174,-0.410711639
4446,18,0.388408174,-0.410711639
4447,18,0.388408174,-0.410711639
4448,18,0.388408174,-0.410711639
4449,18,0.388408174,-0.410711639
4450,18,0.388408174,-0.410711639
4451,18,0.388408174,-0.410711639
4452,18,0.388408174,-0.410711639
4453,18,0.388408174,-0.410711639
4454,17,0.366829942,-0.435535223
4455,17,0.366829942,-0.435535223
4456,17,0.366829942,-0.435535223
4457,17,0.366829942,-0.435535223
4458,17,0.366829942,-0.435535223
4459,17,0.366829942,-0.435535223
4460,17,0.366829942,-0.435535223
4461,16,0.34525171,-0.461864162
4462,16,0.34525171,-0.461864162
4463,17,0.366829942,-0.435535223
4464,17,0.366829942,-0.435535223
4465,16,0.34525171,-0.461864162
4466,16,0.34525171,-0.461864162
4467,16,0.34525171,-0.461864162
4468,16,0.34525171,-0.461864162
4469,16,0.34525171,-0.461864162
4470,16,0.34525171,-0.461864162
4471,16,0.34525171,-0.461864162
4472,16,0.34525171,-0.461864162
4473,15,0.323673478,-0.489892885
4474,15,0.323673478,-0.489892885
4475,15,0.323673478,-0.489892885
4476,15,0.323673478,-0.489892885
4477,15,0.323673478,-0.489892885
4478,15,0.323673478,-0.489892885
4479,17,0.366829942,-0.435535223
4480,17,0.366829942,-0.435535223
4481,17,0.366829942,-0.435535223
4482,16,0.34525171,-0.461864162
4483,16,0.34525171,-0.461864162
4484,15,0.323673478,-0.489892885
4485,15,0.323673478,-0.489892885
4486,15,0.323673478,-0.489892885
4487,15,0.323673478,-0.489892885
4488,15,0.323673478,-0.489892885
4489,16,0.34525171,-0.461864162
4490,16,0.34525171,-0.461864162
4491,16,0.34525171,-0.461864162
4492,16,0.34525171,-0.461864162
4493,16,0.34525171,-0.461864162
4494,16,0.34525171,-0.461864162
4495,15,0.323673478,-0.489892885
4496,15,0.323673478,-0.489892885
4497,15,0.323673478,-0.489892885
4498,15,0.323673478,-0.489892885
4499,15,0.323673478,-0.489892885
4500,15,0.323673478,-0.489892885
4501,15,0.323673478,-0.489892885
4502,13,0.280517014,-0.552040793
4503,13,0.280517014,-0.552040793
4504,13,0.280517014,-0.552040793
4505,13,0.280517014,-0.552040793
4506,13,0.280517014,-0.552040793
4507,13,0.280517014,-0.552040793
4508,13,0.280517014,-0.552040793
4509,13,0.280517014,-0.552040793
4510,13,0.280517014,-0.552040793
4511,13,0.280517014,-0.552040793
4512,13,0.280517014,-0.552040793
4513,13,0.280517014,-0.552040793
4514,13,0.280517014,-0.552040793
4515,14,0.302095246,-0.519856109
4516,14,0.302095246,-0.519856109
4517,14,0.302095246,-0.519856109
4518,14,0.302095246,-0.519856109
4519,14,0.302095246,-0.519856109
4520,14,0.302095246,-0.519856109
4521,14,0.302095246,-0.519856109
4522,14,0.302095246,-0.519856109
4523,14,0.302095246,-0.519856109
4524,13,0.280517014,-0.552040793
4525,13,0.280517014,-0.552040793
4526,13,0.280517014,-0.552040793
4527,13,0.280517014,-0.552040793
4528,13,0.280517014,-0.552040793
4529,13,0.280517014,-0.552040793
4530,13,0.280517014,-0.552040793
4531,13,0.280517014,-0.552040793
4532,13,0.280517014,-0.552040793
4533,13,0.280517014,-0.552040793
4534,13,0.280517014,-0.552040793
4535,13,0.280517014,-0.552040793
4536,13,0.280517014,-0.552040793
4537,13,0.280517014,-0.552040793
4538,12,0.258938783,-0.586802897
4539,12,0.258938783,-0.586802897
4540,12,0.258938783,-0.586802897
4541,12,0.258938783,-0.586802897
4542,12,0.258938783,-0.586802897
4543,12,0.258938783,-0.586802897
4544,12,0.258938783,-0.586802897
4545,12,0.258938783,-0.586802897
4546,11,0.237360551,-0.624591459
4547,11,0.237360551,-0.624591459
4548,11,0.237360551,-0.624591459
4549,11,0.237360551,-0.624591459
4550,11,0.237360551,-0.624591459
4551,10,0.215782319,-0.665984144
4552,10,0.215782319,-0.665984144
4553,10,0.215782319,-0.665984144
4554,10,0.215782319,-0.665984144
4555,10,0.215782319,-0.665984144
4556,10,0.215782319,-0.665984144
4557,10,0.215782319,-0.665984144
4558,11,0.237360551,-0.624591459
4559,11,0.237360551,-0.624591459
4560,11,0.237360551,-0.624591459
4561,11,0.237360551,-0.624591459
4562,11,0.237360551,-0.624591459
4563,11,0.237360551,-0.624591459
4564,11,0.237360551,-0.624591459
4565,11,0.237360551,-0.624591459
4566,11,0.237360551,-0.624591459
4567,11,0.237360551,-0.624591459
4568,11,0.237360551,-0.624591459
4569,11,0.237360551,-0.624591459
4570,11,0.237360551,-0.624591459
4571,10,0.215782319,-0.665984144
4572,10,0.215782319,-0.665984144
4573,11,0.237360551,-0.624591459
4574,9,0.194204087,-0.711741635
4575,10,0.215782319,-0.665984144
4576,10,0.215782319,-0.665984144
4577,10,0.215782319,-0.665984144
4578,10,0.215782319,-0.665984144
4579,10,0.215782319,-0.665984144
4580,10,0.215782319,-0.665984144
4581,10,0.215782319,-0.665984144
4582,10,0.215782319,-0.665984144
4583,10,0.215782319,-0.665984144
4584,10,0.215782319,-0.665984144
4585,10,0.215782319,-0.665984144
4586,10,0.215782319,-0.665984144
4587,10,0.215782319,-0.665984144
4588,10,0.215782319,-0.665984144
4589,9,0.194204087,-0.711741635
4590,9,0.194204087,-0.711741635
4591,9,0.194204087,-0.711741635
4592,9,0.194204087,-0.711741635
4593,9,0.194204087,-0.711741635
4594,9,0.194204087,-0.711741635
4595,10,0.215782319,-0.665984144
4596,10,0.215782319,-0.665984144
4597,10,0.215782319,-0.665984144
4598,10,0.215782319,-0.665984144
4599,10,0.215782319,-0.665984144
4600,10,0.215782319,-0.665984144
4601,10,0.215782319,-0.665984144
4602,10,0.215782319,-0.665984144
4603,10,0.215782319,-0.665984144
4604,10,0.215782319,-0.665984144
4605,10,0.215782319,-0.665984144
4606,10,0.215782319,-0.665984144
4607,9,0.194204087,-0.711741635
4608,9,0.194204087,-0.711741635
4609,8,0.172625855,-0.762894157
4610,8,0.172625855,-0.762894157
4611,8,0.172625855,-0.762894157
4612,8,0.172625855,-0.762894157
4613,8,0.172625855,-0.762894157
4614,8,0.172625855,-0.762894157
4615,8,0.172625855,-0.762894157
4616,8,0.172625855,-0.762894157
4617,8,0.172625855,-0.762894157
4618,8,0.172625855,-0.762894157
4619,8,0.172625855,-0.762894157
4620,8,0.172625855,-0.762894157
4621,8,0.172625855,-0.762894157
4622,8,0.172625855,-0.762894157
4623,8,0.172625855,-0.762894157
4624,8,0.172625855,-0.762894157
4625,6,0.129469391,-0.887832895
4626,6,0.129469391,-0.887832895
4627,6,0.129469391,-0.887832895
4628,6,0.129469391,-0.887832895
4629,6,0.129469391,-0.887832895
4630,6,0.129469391,-0.887832895
4631,6,0.129469391,-0.887832895
4632,6,0.129469391,-0.887832895
4633,6,0.129469391,-0.887832895
4634,6,0.129469391,-0.887832895
4635,5,0.107891159,-0.967014142
4636,5,0.107891159,-0.967014142
4637,5,0.107891159,-0.967014142
4638,5,0.107891159,-0.967014142
4639,5,0.107891159,-0.967014142
4640,5,0.107891159,-0.967014142
4641,5,0.107891159,-0.967014142
4642,5,0.107891159,-0.967014142
4643,5,0.107891159,-0.967014142
4644,5,0.107891159,-0.967014142
4645,5,0.107891159,-0.967014142
4646,5,0.107891159,-0.967014142
4647,5,0.107891159,-0.967014142
4648,5,0.107891159,-0.967014142
4649,5,0.107891159,-0.967014142
4650,6,0.129469391,-0.887832895
4651,6,0.129469391,-0.887832895
4652,6,0.129469391,-0.887832895
4653,6,0.129469391,-0.887832895
4654,6,0.129469391,-0.887832895
4655,6,0.129469391,-0.887832895
4656,6,0.129469391,-0.887832895
4657,6,0.129469391,-0.887832895
4658,6,0.129469391,-0.887832895
4659,6,0.129469391,-0.887832895
4660,7,0.151047623,-0.820886105
4661,6,0.129469391,-0.887832895
4662,6,0.129469391,-0.887832895
4663,6,0.129469391,-0.887832895
4664,6,0.129469391,-0.887832895
4665,6,0.129469391,-0.887832895
4666,6,0.129469391,-0.887832895
4667,6,0.129469391,-0.887832895
4668,6,0.129469391,-0.887832895
4669,6,0.129469391,-0.887832895
4670,6,0.129469391,-0.887832895
4671,6,0.129469391,-0.887832895
4672,6,0.129469391,-0.887832895
4673,6,0.129469391,-0.887832895
4674,6,0.129469391,-0.887832895
4675,6,0.129469391,-0.887832895
4676,6,0.129469391,-0.887832895
4677,6,0.129469391,-0.887832895
4678,6,0.129469391,-0.887832895
4679,6,0.129469391,-0.887832895
4680,6,0.129469391,-0.887832895
4681,6,0.129469391,-0.887832895
4682,6,0.129469391,-0.887832895
4683,6,0.129469391,-0.887832895
4684,6,0.129469391,-0.887832895
4685,6,0.129469391,-0.887832895
4686,6,0.129469391,-0.887832895
4687,6,0.129469391,-0.887832895
4688,6,0.129469391,-0.887832895
4689,6,0.129469391,-0.887832895
4690,6,0.129469391,-0.887832895
4691,6,0.129469391,-0.887832895
4692,6,0.129469391,-0.887832895
4693,6,0.129469391,-0.887832895
4694,7,0.151047623,-0.820886105
4695,7,0.151047623,-0.820886105
4696,7,0.151047623,-0.820886105
4697,7,0.151047623,-0.820886105
4698,8,0.172625855,-0.762894157
4699,8,0.172625855,-0.762894157
4700,8,0.172625855,-0.762894157
4701,8,0.172625855,-0.762894157
4702,8,0.172625855,-0.762894157
4703,9,0.194204087,-0.711741635
4704,8,0.172625855,-0.762894157
4705,8,0.172625855,-0.762894157
4706,8,0.172625855,-0.762894157
4707,9,0.194204087,-0.711741635
4708,9,0.194204087,-0.711741635
4709,9,0.194204087,-0.711741635
4710,9,0.194204087,-0.711741635
4711,9,0.194204087,-0.711741635
4712,9,0.194204087,-0.711741635
4713,9,0.194204087,-0.711741635
4714,9,0.194204087,-0.711741635
4715,11,0.237360551,-0.624591459
4716,11,0.237360551,-0.624591459
4717,11,0.237360551,-0.624591459
4718,11,0.237360551,-0.624591459
4719,10,0.215782319,-0.665984144
4720,10,0.215782319,-0.665984144
4721,9,0.194204087,-0.711741635
4722,9,0.194204087,-0.711741635
4723,9,0.194204087,-0.711741635
4724,9,0.194204087,-0.711741635
4725,9,0.194204087,-0.711741635
4726,9,0.194204087,-0.711741635
4727,9,0.194204087,-0.711741635
4728,9,0.194204087,-0.711741635
4729,9,0.194204087,-0.711741635
4730,9,0.194204087,-0.711741635
4731,9,0.194204087,-0.711741635
4732,9,0.194204087,-0.711741635
4733,9,0.194204087,-0.711741635
4734,9,0.194204087,-0.711741635
4735,9,0.194204087,-0.711741635
4736,9,0.194204087,-0.711741635
4737,9,0.194204087,-0.711741635
4738,9,0.194204087,-0.711741635
4739,9,0.194204087,-0.711741635
4740,9,0.194204087,-0.711741635
4741,8,0.172625855,-0.762894157
4742,8,0.172625855,-0.762894157
4743,9,0.194204087,-0.711741635
4744,9,0.194204087,-0.711741635
4745,9,0.194204087,-0.711741635
4746,9,0.194204087,-0.711741635
4747,9,0.194204087,-0.711741635
4748,9,0.194204087,-0.711741635
4749,9,0.194204087,-0.711741635
4750,9,0.194204087,-0.711741635
4751,9,0.194204087,-0.711741635
4752,9,0.194204087,-0.711741635
4753,9,0.194204087,-0.711741635
4754,9,0.194204087,-0.711741635
4755,9,0.194204087,-0.711741635
4756,9,0.194204087,-0.711741635
4757,9,0.194204087,-0.711741635
4758,9,0.194204087,-0.711741635
4759,9,0.194204087,-0.711741635
4760,9,0.194204087,-0.711741635
4761,9,0.194204087,-0.711741635
4762,9,0.194204087,-0.711741635
4763,10,0.215782319,-0.665984144
4764,10,0.215782319,-0.665984144
4765,10,0.215782319,-0.665984144
4766,10,0.215782319,-0.665984144
4767,10,0.215782319,-0.665984144
4768,10,0.215782319,-0.665984144
4769,10,0.215782319,-0.665984144
4770,10,0.215782319,-0.665984144
4771,10,0.215782319,-0.665984144
4772,10,0.215782319,-0.665984144
4773,10,0.215782319,-0.665984144
4774,10,0.215782319,-0.665984144
4775,10,0.215782319,-0.665984144
4776,10,0.215782319,-0.665984144
4777,10,0.215782319,-0.665984144
4778,10,0.215782319,-0.665984144
4779,10,0.215782319,-0.665984144
4780,10,0.215782319,-0.665984144
4781,10,0.215782319,-0.665984144
4782,10,0.215782319,-0.665984144
4783,10,0.215782319,-0.665984144
4784,10,0.215782319,-0.665984144
4785,10,0.215782319,-0.665984144
4786,10,0.215782319,-0.665984144
4787,11,0.237360551,-0.624591459
4788,11,0.237360551,-0.624591459
4789,11,0.237360551,-0.624591459
4790,11,0.237360551,-0.624591459
4791,11,0.237360551,-0.624591459
4792,11,0.237360551,-0.624591459
4793,11,0.237360551,-0.624591459
4794,11,0.237360551,-0.624591459
4795,11,0.237360551,-0.624591459
4796,10,0.215782319,-0.665984144
4797,10,0.215782319,-0.665984144
4798,10,0.215782319,-0.665984144
4799,10,0.215782319,-0.665984144
