pointer,KU955338,MT499387
2676,88.0,88.0
2677,88.0,88.0
2678,88.0,87.0
2679,88.0,87.0
2680,88.0,87.0
2681,87.0,87.0
2682,87.0,88.0
2683,87.0,88.0
2684,86.0,88.0
2685,87.0,89.0
2686,87.0,89.0
2687,86.0,88.0
2688,86.0,89.0
2689,86.0,89.0
2690,85.0,88.0
2691,85.0,88.0
2692,85.0,88.0
2693,85.0,87.0
2694,86.0,87.0
2695,86.0,87.0
2696,85.0,87.0
2697,86.0,88.0
2698,86.0,88.0
2699,86.0,87.0
2700,86.0,87.0
2701,86.0,87.0
2702,86.0,87.0
2703,86.0,87.0
2704,86.0,87.0
2705,85.0,86.0
2706,85.0,85.0
2707,85.0,85.0
2708,84.0,84.0
2709,84.0,84.0
2710,84.0,84.0
2711,84.0,84.0
2712,84.0,84.0
2713,84.0,84.0
2714,84.0,84.0
2715,84.0,84.0
2716,85.0,84.0
2717,84.0,84.0
2718,84.0,84.0
2719,84.0,84.0
2720,84.0,83.0
2721,84.0,83.0
2722,84.0,83.0
2723,84.0,83.0
2724,84.0,84.0
2725,84.0,84.0
2726,84.0,84.0
2727,85.0,85.0
2728,85.0,85.0
2729,85.0,84.0
2730,86.0,85.0
2731,86.0,85.0
2732,86.0,85.0
2733,86.0,85.0
2734,86.0,85.0
2735,85.0,85.0
2736,86.0,85.0
2737,86.0,85.0
2738,86.0,85.0
2739,86.0,85.0
2740,86.0,85.0
2741,86.0,85.0
2742,87.0,86.0
2743,87.0,86.0
2744,86.0,86.0
2745,86.0,86.0
2746,86.0,86.0
2747,86.0,86.0
2748,86.0,86.0
2749,86.0,86.0
2750,85.0,85.0
2751,86.0,85.0
2752,86.0,85.0
2753,86.0,84.0
2754,86.0,84.0
2755,86.0,84.0
2756,85.0,84.0
2757,85.0,84.0
2758,85.0,84.0
2759,84.0,83.0
2760,84.0,83.0
2761,84.0,83.0
2762,84.0,82.0
2763,85.0,83.0
2764,85.0,83.0
2765,85.0,82.0
2766,86.0,83.0
2767,86.0,83.0
2768,86.0,83.0
2769,86.0,84.0
2770,86.0,84.0
2771,85.0,84.0
2772,86.0,85.0
2773,86.0,85.0
2774,85.0,84.0
2775,85.0,84.0
2776,85.0,84.0
2777,84.0,84.0
2778,84.0,85.0
2779,84.0,85.0
2780,83.0,84.0
2781,84.0,84.0
2782,84.0,84.0
2783,83.0,83.0
2784,84.0,83.0
2785,84.0,83.0
2786,84.0,83.0
2787,85.0,84.0
2788,85.0,84.0
2789,85.0,84.0
2790,86.0,85.0
2791,86.0,85.0
2792,85.0,84.0
2793,85.0,85.0
2794,85.0,85.0
2795,85.0,85.0
2796,85.0,84.0
2797,85.0,84.0
2798,84.0,83.0
2799,83.0,84.0
2800,83.0,84.0
2801,82.0,83.0
2802,82.0,83.0
2803,82.0,83.0
2804,81.0,82.0
2805,82.0,83.0
2806,82.0,84.0
2807,81.0,84.0
2808,82.0,85.0
2809,82.0,85.0
2810,82.0,85.0
2811,82.0,85.0
2812,82.0,85.0
2813,81.0,85.0
2814,81.0,85.0
2815,81.0,85.0
2816,80.0,85.0
2817,81.0,84.0
2818,81.0,84.0
2819,81.0,84.0
2820,80.0,85.0
2821,79.0,84.0
2822,78.0,83.0
2823,78.0,83.0
2824,78.0,83.0
2825,78.0,82.0
2826,78.0,82.0
2827,78.0,82.0
2828,78.0,82.0
2829,78.0,83.0
2830,78.0,83.0
2831,77.0,82.0
2832,77.0,82.0
2833,77.0,82.0
2834,77.0,82.0
2835,78.0,82.0
2836,78.0,82.0
2837,78.0,82.0
2838,78.0,82.0
2839,78.0,82.0
2840,77.0,81.0
2841,77.0,80.0
2842,77.0,80.0
2843,76.0,79.0
2844,77.0,79.0
2845,77.0,79.0
2846,76.0,79.0
2847,76.0,79.0
2848,75.0,79.0
2849,74.0,78.0
2850,75.0,79.0
2851,75.0,79.0
2852,74.0,78.0
2853,74.0,79.0
2854,74.0,79.0
2855,73.0,79.0
2856,73.0,78.0
2857,73.0,78.0
2858,73.0,77.0
2859,74.0,78.0
2860,74.0,78.0
2861,73.0,78.0
2862,73.0,79.0
2863,73.0,79.0
2864,73.0,78.0
2865,73.0,79.0
2866,73.0,79.0
2867,73.0,79.0
2868,73.0,79.0
2869,73.0,79.0
2870,72.0,79.0
2871,72.0,79.0
2872,72.0,79.0
2873,71.0,78.0
2874,72.0,79.0
2875,72.0,79.0
2876,71.0,79.0
2877,72.0,79.0
2878,71.0,79.0
2879,70.0,78.0
2880,71.0,79.0
2881,71.0,79.0
2882,71.0,78.0
2883,72.0,79.0
2884,72.0,79.0
2885,72.0,79.0
2886,72.0,79.0
2887,72.0,79.0
2888,72.0,79.0
2889,72.0,79.0
2890,72.0,79.0
2891,72.0,79.0
2892,73.0,80.0
2893,73.0,80.0
2894,73.0,80.0
2895,73.0,80.0
2896,74.0,81.0
2897,73.0,80.0
2898,74.0,81.0
2899,75.0,81.0
2900,75.0,81.0
2901,76.0,82.0
2902,75.0,81.0
2903,74.0,81.0
2904,75.0,82.0
2905,75.0,82.0
2906,74.0,81.0
2907,75.0,81.0
2908,75.0,81.0
2909,75.0,81.0
2910,75.0,81.0
2911,75.0,81.0
2912,74.0,81.0
2913,75.0,81.0
2914,75.0,81.0
2915,74.0,81.0
2916,75.0,81.0
2917,75.0,82.0
2918,74.0,82.0
2919,73.0,81.0
2920,74.0,81.0
2921,74.0,81.0
2922,75.0,82.0
2923,75.0,82.0
2924,74.0,82.0
2925,74.0,83.0
2926,74.0,83.0
2927,73.0,83.0
2928,73.0,83.0
2929,73.0,83.0
2930,73.0,83.0
2931,74.0,84.0
2932,74.0,84.0
2933,74.0,84.0
2934,74.0,84.0
2935,74.0,84.0
2936,73.0,83.0
2937,73.0,83.0
2938,73.0,83.0
2939,73.0,83.0
2940,74.0,84.0
2941,74.0,85.0
2942,73.0,85.0
2943,74.0,86.0
2944,74.0,86.0
2945,73.0,85.0
2946,74.0,85.0
2947,74.0,85.0
2948,75.0,85.0
2949,75.0,86.0
2950,75.0,86.0
2951,74.0,85.0
2952,75.0,86.0
2953,75.0,86.0
2954,75.0,85.0
2955,76.0,85.0
2956,77.0,86.0
2957,76.0,85.0
2958,76.0,86.0
2959,76.0,86.0
2960,75.0,86.0
2961,76.0,86.0
2962,76.0,86.0
2963,76.0,86.0
2964,76.0,87.0
2965,76.0,87.0
2966,76.0,87.0
2967,76.0,87.0
2968,76.0,87.0
2969,76.0,87.0
2970,77.0,87.0
2971,78.0,87.0
2972,78.0,87.0
2973,79.0,88.0
2974,79.0,88.0
2975,78.0,88.0
2976,79.0,88.0
2977,79.0,88.0
2978,80.0,88.0
2979,81.0,89.0
2980,81.0,89.0
2981,81.0,89.0
2982,81.0,90.0
2983,81.0,90.0
2984,81.0,89.0
2985,81.0,89.0
2986,81.0,89.0
2987,81.0,88.0
2988,81.0,88.0
2989,81.0,88.0
2990,81.0,88.0
2991,81.0,88.0
2992,81.0,88.0
2993,81.0,88.0
2994,81.0,88.0
2995,81.0,88.0
2996,81.0,88.0
2997,82.0,89.0
2998,82.0,89.0
2999,81.0,88.0
3000,81.0,88.0
3001,81.0,88.0
3002,81.0,88.0
3003,82.0,88.0
3004,82.0,88.0
3005,82.0,87.0
3006,83.0,88.0
3007,83.0,88.0
3008,83.0,87.0
3009,83.0,87.0
3010,83.0,87.0
3011,82.0,86.0
3012,83.0,86.0
3013,83.0,86.0
3014,82.0,86.0
3015,83.0,86.0
3016,83.0,86.0
3017,83.0,86.0
3018,84.0,86.0
3019,85.0,87.0
3020,85.0,86.0
3021,86.0,87.0
3022,86.0,87.0
3023,86.0,87.0
3024,87.0,87.0
3025,87.0,87.0
3026,86.0,87.0
3027,86.0,87.0
3028,85.0,87.0
3029,85.0,86.0
3030,85.0,86.0
3031,85.0,86.0
3032,84.0,85.0
3033,83.0,84.0
3034,83.0,84.0
3035,83.0,84.0
3036,84.0,85.0
3037,84.0,85.0
3038,84.0,84.0
3039,84.0,84.0
3040,84.0,84.0
3041,84.0,84.0
3042,85.0,84.0
3043,85.0,84.0
3044,84.0,83.0
3045,85.0,84.0
3046,85.0,84.0
3047,85.0,84.0
3048,85.0,84.0
3049,86.0,84.0
3050,85.0,83.0
3051,86.0,84.0
3052,86.0,84.0
3053,86.0,83.0
3054,85.0,83.0
3055,85.0,83.0
3056,84.0,82.0
3057,85.0,83.0
3058,85.0,83.0
3059,85.0,83.0
3060,86.0,83.0
3061,86.0,83.0
3062,86.0,82.0
3063,86.0,82.0
3064,86.0,82.0
3065,85.0,82.0
3066,85.0,82.0
3067,85.0,82.0
3068,85.0,82.0
3069,85.0,82.0
3070,85.0,82.0
3071,85.0,82.0
3072,85.0,82.0
3073,85.0,82.0
3074,85.0,81.0
3075,85.0,80.0
3076,85.0,80.0
3077,84.0,80.0
3078,83.0,79.0
3079,83.0,79.0
3080,83.0,78.0
3081,83.0,78.0
3082,83.0,78.0
3083,83.0,78.0
3084,83.0,79.0
3085,83.0,79.0
3086,83.0,78.0
3087,83.0,79.0
3088,82.0,79.0
3089,82.0,79.0
3090,82.0,79.0
3091,82.0,79.0
3092,82.0,79.0
3093,82.0,79.0
3094,82.0,79.0
3095,82.0,79.0
3096,81.0,79.0
3097,81.0,79.0
3098,80.0,78.0
3099,81.0,79.0
3100,81.0,78.0
3101,81.0,77.0
3102,82.0,78.0
3103,82.0,78.0
3104,82.0,77.0
3105,82.0,78.0
3106,82.0,78.0
3107,82.0,78.0
3108,82.0,79.0
3109,82.0,79.0
3110,82.0,79.0
3111,83.0,80.0
3112,83.0,80.0
3113,83.0,80.0
3114,84.0,80.0
3115,84.0,80.0
3116,84.0,80.0
3117,84.0,80.0
3118,84.0,80.0
3119,84.0,80.0
3120,84.0,81.0
3121,84.0,81.0
3122,84.0,81.0
3123,84.0,81.0
3124,84.0,81.0
3125,84.0,80.0
3126,85.0,80.0
3127,86.0,80.0
3128,87.0,80.0
3129,87.0,81.0
3130,87.0,81.0
3131,87.0,81.0
3132,88.0,82.0
3133,89.0,83.0
3134,89.0,83.0
3135,89.0,83.0
3136,89.0,83.0
3137,89.0,83.0
3138,89.0,84.0
3139,89.0,84.0
3140,89.0,84.0
3141,89.0,84.0
3142,89.0,84.0
3143,89.0,84.0
3144,90.0,85.0
3145,90.0,85.0
3146,90.0,85.0
3147,90.0,85.0
3148,90.0,85.0
3149,90.0,84.0
3150,91.0,85.0
3151,91.0,85.0
3152,90.0,84.0
3153,90.0,85.0
3154,91.0,86.0
3155,90.0,86.0
3156,91.0,87.0
3157,91.0,87.0
3158,91.0,86.0
3159,91.0,86.0
3160,91.0,86.0
3161,91.0,86.0
3162,91.0,87.0
3163,91.0,87.0
3164,91.0,87.0
3165,92.0,87.0
3166,92.0,87.0
3167,91.0,87.0
3168,91.0,87.0
3169,91.0,87.0
3170,90.0,87.0
3171,90.0,87.0
3172,90.0,87.0
3173,90.0,86.0
3174,90.0,87.0
3175,91.0,88.0
3176,91.0,88.0
3177,92.0,88.0
3178,93.0,89.0
3179,93.0,88.0
3180,93.0,89.0
3181,93.0,89.0
3182,92.0,88.0
3183,92.0,88.0
3184,92.0,88.0
3185,92.0,87.0
3186,91.0,87.0
3187,91.0,87.0
3188,91.0,87.0
3189,91.0,87.0
3190,91.0,87.0
3191,90.0,87.0
3192,89.0,87.0
3193,89.0,87.0
3194,89.0,87.0
3195,89.0,87.0
3196,89.0,87.0
3197,88.0,87.0
3198,89.0,88.0
3199,89.0,88.0
3200,89.0,88.0
3201,89.0,89.0
3202,89.0,89.0
3203,89.0,89.0
3204,89.0,90.0
3205,89.0,90.0
3206,89.0,90.0
3207,89.0,90.0
3208,89.0,90.0
3209,89.0,90.0
3210,89.0,90.0
3211,89.0,90.0
3212,89.0,90.0
3213,89.0,90.0
3214,89.0,90.0
3215,88.0,90.0
3216,88.0,90.0
3217,88.0,90.0
3218,87.0,90.0
3219,87.0,90.0
3220,87.0,90.0
3221,87.0,90.0
3222,87.0,90.0
3223,87.0,90.0
3224,87.0,90.0
3225,87.0,91.0
3226,87.0,91.0
3227,87.0,91.0
3228,87.0,91.0
3229,87.0,91.0
3230,87.0,91.0
3231,87.0,91.0
3232,87.0,91.0
3233,87.0,91.0
3234,87.0,91.0
3235,87.0,91.0
3236,86.0,91.0
3237,86.0,91.0
3238,86.0,91.0
3239,85.0,91.0
3240,85.0,91.0
3241,85.0,91.0
3242,85.0,91.0
3243,85.0,91.0
3244,85.0,91.0
3245,85.0,90.0
3246,85.0,89.0
3247,85.0,89.0
3248,85.0,89.0
3249,85.0,90.0
3250,85.0,90.0
3251,85.0,90.0
3252,86.0,91.0
3253,86.0,91.0
3254,85.0,91.0
3255,86.0,91.0
3256,86.0,91.0
3257,86.0,91.0
3258,86.0,92.0
3259,86.0,92.0
3260,86.0,92.0
3261,86.0,92.0
3262,86.0,92.0
3263,86.0,92.0
3264,86.0,92.0
3265,86.0,92.0
3266,86.0,91.0
3267,87.0,91.0
3268,87.0,91.0
3269,87.0,91.0
3270,88.0,91.0
3271,88.0,91.0
3272,87.0,91.0
3273,87.0,92.0
3274,87.0,92.0
3275,87.0,92.0
3276,87.0,92.0
3277,87.0,92.0
3278,86.0,91.0
3279,86.0,92.0
3280,86.0,92.0
3281,86.0,92.0
3282,87.0,93.0
3283,87.0,93.0
3284,86.0,92.0
3285,86.0,93.0
3286,87.0,94.0
3287,87.0,94.0
3288,88.0,94.0
3289,88.0,94.0
3290,88.0,94.0
3291,89.0,94.0
3292,90.0,94.0
3293,90.0,94.0
3294,90.0,94.0
3295,90.0,94.0
3296,91.0,94.0
3297,92.0,94.0
3298,92.0,94.0
3299,91.0,94.0
3300,91.0,95.0
3301,91.0,95.0
3302,90.0,94.0
3303,90.0,93.0
3304,90.0,93.0
3305,89.0,92.0
3306,89.0,91.0
3307,89.0,91.0
3308,88.0,91.0
3309,88.0,91.0
3310,88.0,91.0
3311,88.0,91.0
3312,87.0,90.0
3313,87.0,90.0
3314,86.0,89.0
3315,87.0,89.0
3316,87.0,89.0
3317,86.0,88.0
3318,87.0,88.0
3319,87.0,88.0
3320,87.0,88.0
3321,87.0,88.0
3322,87.0,88.0
3323,87.0,88.0
3324,87.0,88.0
3325,87.0,88.0
3326,86.0,88.0
3327,86.0,88.0
3328,86.0,88.0
3329,86.0,88.0
3330,86.0,88.0
3331,86.0,88.0
3332,85.0,87.0
3333,85.0,87.0
3334,85.0,87.0
3335,85.0,86.0
3336,86.0,86.0
3337,86.0,86.0
3338,86.0,86.0
3339,87.0,86.0
3340,87.0,86.0
3341,87.0,85.0
3342,87.0,85.0
3343,87.0,85.0
3344,87.0,84.0
3345,86.0,85.0
3346,86.0,86.0
3347,86.0,85.0
3348,86.0,85.0
3349,86.0,85.0
3350,86.0,85.0
3351,86.0,85.0
3352,86.0,85.0
3353,85.0,84.0
3354,86.0,84.0
3355,86.0,84.0
3356,86.0,84.0
3357,86.0,84.0
3358,86.0,84.0
3359,86.0,83.0
3360,86.0,83.0
3361,86.0,83.0
3362,86.0,82.0
3363,86.0,82.0
3364,86.0,82.0
3365,85.0,81.0
3366,85.0,82.0
3367,85.0,82.0
3368,85.0,82.0
3369,85.0,82.0
3370,85.0,82.0
3371,84.0,82.0
3372,85.0,82.0
3373,85.0,82.0
3374,84.0,81.0
3375,84.0,81.0
3376,84.0,81.0
3377,84.0,80.0
3378,85.0,81.0
3379,85.0,81.0
3380,85.0,80.0
3381,85.0,80.0
3382,85.0,80.0
3383,85.0,80.0
3384,86.0,81.0
3385,86.0,81.0
3386,86.0,80.0
3387,85.0,79.0
3388,85.0,79.0
3389,84.0,79.0
3390,84.0,79.0
3391,84.0,79.0
3392,83.0,78.0
3393,83.0,78.0
3394,83.0,78.0
3395,83.0,77.0
3396,83.0,77.0
3397,83.0,77.0
3398,83.0,77.0
3399,84.0,77.0
3400,84.0,77.0
3401,84.0,77.0
3402,85.0,78.0
3403,85.0,79.0
3404,85.0,79.0
3405,86.0,80.0
3406,86.0,81.0
3407,86.0,81.0
3408,87.0,81.0
3409,87.0,81.0
3410,87.0,81.0
3411,87.0,81.0
3412,88.0,82.0
3413,88.0,82.0
3414,89.0,83.0
3415,89.0,83.0
3416,89.0,83.0
3417,90.0,84.0
3418,90.0,84.0
3419,89.0,84.0
3420,88.0,84.0
3421,88.0,84.0
3422,88.0,84.0
3423,88.0,84.0
3424,88.0,84.0
3425,87.0,84.0
3426,88.0,84.0
3427,88.0,84.0
3428,88.0,84.0
3429,88.0,84.0
3430,88.0,84.0
3431,88.0,84.0
3432,89.0,85.0
3433,89.0,85.0
3434,89.0,85.0
3435,88.0,85.0
3436,88.0,85.0
3437,88.0,85.0
3438,88.0,85.0
3439,88.0,85.0
3440,88.0,85.0
3441,88.0,86.0
3442,87.0,86.0
3443,87.0,86.0
3444,87.0,87.0
3445,88.0,87.0
3446,88.0,87.0
3447,88.0,88.0
3448,88.0,88.0
3449,88.0,88.0
3450,88.0,88.0
3451,88.0,88.0
3452,88.0,88.0
3453,89.0,89.0
3454,89.0,89.0
3455,89.0,89.0
3456,89.0,89.0
3457,89.0,89.0
3458,89.0,89.0
3459,89.0,90.0
3460,89.0,90.0
3461,89.0,90.0
3462,89.0,91.0
3463,89.0,91.0
3464,89.0,91.0
3465,90.0,92.0
3466,90.0,92.0
3467,90.0,92.0
3468,90.0,92.0
3469,90.0,92.0
3470,90.0,92.0
3471,91.0,92.0
3472,91.0,92.0
3473,91.0,92.0
3474,92.0,93.0
3475,92.0,93.0
3476,92.0,93.0
3477,92.0,94.0
3478,92.0,94.0
3479,92.0,94.0
3480,92.0,95.0
3481,92.0,95.0
3482,92.0,95.0
3483,92.0,95.0
3484,92.0,95.0
3485,92.0,95.0
3486,92.0,96.0
3487,93.0,97.0
3488,93.0,97.0
3489,94.0,97.0
3490,94.0,97.0
3491,94.0,97.0
3492,95.0,98.0
3493,95.0,98.0
3494,95.0,98.0
3495,94.0,98.0
3496,94.0,98.0
3497,94.0,98.0
3498,94.0,98.0
3499,94.0,98.0
3500,94.0,98.0
3501,94.0,98.0
3502,94.0,98.0
3503,94.0,98.0
3504,94.0,98.0
3505,94.0,98.0
3506,94.0,98.0
3507,94.0,98.0
3508,94.0,97.0
3509,93.0,96.0
3510,92.0,96.0
3511,92.0,96.0
3512,91.0,96.0
3513,91.0,96.0
3514,91.0,96.0
3515,91.0,96.0
3516,91.0,96.0
3517,91.0,96.0
3518,91.0,95.0
3519,92.0,95.0
3520,93.0,95.0
3521,93.0,95.0
3522,93.0,95.0
3523,92.0,95.0
3524,92.0,95.0
3525,93.0,95.0
3526,93.0,95.0
3527,93.0,95.0
3528,93.0,95.0
3529,93.0,95.0
3530,93.0,95.0
3531,93.0,95.0
3532,93.0,95.0
3533,93.0,95.0
3534,93.0,95.0
3535,93.0,96.0
3536,93.0,96.0
3537,93.0,96.0
3538,93.0,96.0
3539,93.0,96.0
3540,93.0,96.0
3541,93.0,96.0
3542,94.0,96.0
3543,94.0,96.0
3544,94.0,96.0
3545,94.0,95.0
3546,94.0,95.0
3547,94.0,95.0
3548,94.0,95.0
3549,94.0,95.0
3550,94.0,95.0
3551,93.0,94.0
3552,93.0,93.0
3553,93.0,93.0
3554,92.0,92.0
